2022-03-24, 09:54:08, Found, person, 987, 2027,  377
2022-03-24, 09:54:08, Eingang, 2412322, 987, No face visible, NA, -1
2022-03-24, 09:54:09, Eingang, 2412332, 987, No face visible, NA, -1
2022-03-24, 09:54:17, Eingang, 2412408, 987, No face visible, NA, -1
2022-03-24, 09:54:24, Eingang, 2412478, 987, No face visible, NA, -1
2022-03-24, 09:54:25, Eingang, 2412494, 987, No face visible, NA, -1
2022-03-24, 09:54:27, Eingang, 2412507, 987, No face visible, NA, -1
2022-03-24, 09:54:31, Eingang, 2412553, 987, No face visible, NA, -1
2022-03-24, 09:54:31, Eingang, 2412554, 987, No face visible, NA, -1
2022-03-24, 09:54:33, Eingang, 2412567, 987, No face visible, NA, -1
2022-03-24, 09:54:34, Eingang, 2412580, 987, No face visible, NA, -1
2022-03-24, 09:54:39, Eingang, 2412629, 987, No face visible, NA, -1
2022-03-24, 09:54:43, Eingang, 2412672, 987, No face visible, NA, -1
2022-03-24, 09:54:44, Eingang, 2412682, 987, No face visible, NA, -1
2022-03-24, 09:54:45, Eingang, 2412692, 987, No face visible, NA, -1
2022-03-24, 09:54:45, Eingang, 2412693, 987, No face visible, NA, -1
2022-03-24, 09:54:46, Eingang, 2412703, 987, No face visible, NA, -1
2022-03-24, 09:54:47, Eingang, 2412713, 987, No face visible, NA, -1
2022-03-24, 09:54:48, Eingang, 2412723, 987, No face visible, NA, -1
2022-03-24, 09:54:49, Eingang, 2412733, 987, Silvia, NA, -1
2022-03-24, 09:54:50, Eingang, 2412743, 987, No face visible, NA, -1
2022-03-24, 09:54:51, Eingang, 2412753, 987, No face visible, NA, -1
2022-03-24, 09:54:52, Eingang, 2412754, 987, No face visible, NA, -1
2022-03-24, 09:54:53, Eingang, 2412764, 987, Silvia, NA, -1
2022-03-24, 09:54:53, Eingang, 2412774, 987, No face visible, NA, -1
2022-03-24, 09:54:54, Eingang, 2412784, 987, No face visible, NA, -1
2022-03-24, 09:54:56, Eingang, 2412794, 987, No face visible, NA, -1
