2022-03-26, 13:02:50, Found, person, 92, 1393, 1481
2022-03-26, 13:02:50, Eingang, 890854, 92, No face visible, NA, -1
2022-03-26, 13:02:50, Eingang, 890864, 92, No face visible, NA, -1
2022-03-26, 13:02:51, Eingang, 890874, 92, No face visible, NA, -1
2022-03-26, 13:02:52, Eingang, 890884, 92, No face visible, NA, -1
2022-03-26, 13:02:52, Eingang, 890894, 92, No face visible, NA, -1
2022-03-26, 13:02:53, Eingang, 890904, 92, No face visible, NA, -1
2022-03-26, 13:02:53, Eingang, 890914, 92, No face visible, NA, -1
2022-03-26, 13:02:53, Eingang, 890915, 92, No face visible, NA, -1
2022-03-26, 13:02:54, Eingang, 890925, 92, No face visible, NA, -1
2022-03-26, 13:02:54, Eingang, 890935, 92, No face visible, NA, -1
2022-03-26, 13:02:55, Eingang, 890945, 92, Silvia, NA, -1
2022-03-26, 13:02:55, Eingang, 890955, 92, Silvia, NA, -1
2022-03-26, 13:02:56, Eingang, 890965, 92, No face visible, NA, -1
2022-03-26, 13:02:58, Eingang, 891002, 92, No face visible, NA, -1
2022-03-26, 13:02:58, Eingang, 891003, 92, No face visible, NA, -1
2022-03-26, 13:02:58, Eingang, 891013, 92, No face visible, NA, -1
2022-03-26, 13:02:59, Eingang, 891023, 92, No face visible, NA, -1
2022-03-26, 13:02:59, Eingang, 891033, 92, No face visible, NA, -1
2022-03-26, 13:03:00, Eingang, 891043, 92, No face visible, NA, -1
2022-03-26, 13:03:00, Eingang, 891053, 92, No face visible, NA, -1
2022-03-26, 13:03:01, Eingang, 891063, 92, No face visible, NA, -1
2022-03-26, 13:03:01, Eingang, 891064, 92, No face visible, NA, -1
2022-03-26, 13:03:01, Eingang, 891074, 92, No face visible, NA, -1
2022-03-26, 13:03:02, Eingang, 891084, 92, No face visible, NA, -1
2022-03-26, 13:03:02, Eingang, 891094, 92, No face visible, NA, -1
2022-03-26, 13:03:03, Eingang, 891104, 92, No face visible, NA, -1
2022-03-26, 13:03:03, Eingang, 891114, 92, No face visible, NA, -1
2022-03-26, 13:03:04, Eingang, 891124, 92, No face visible, NA, -1
2022-03-26, 13:03:04, Eingang, 891125, 92, No face visible, NA, -1
2022-03-26, 13:03:09, Lost, person, 92, 1391,  700
