2022-03-24, 09:56:01, Found, person, 995, 2130,  283
2022-03-24, 09:56:01, Eingang, 2413450, 995, No face visible, NA, -1
2022-03-24, 09:56:02, Eingang, 2413460, 995, No face visible, NA, -1
2022-03-24, 09:56:04, Eingang, 2413479, 995, unknown, NA, [0.03151353821158409, -0.08065414428710938, -0.020789723843336105, -0.1302192211151123, -0.03381502255797386, 0.02896667830646038, 0.01644434966146946, -0.046670593321323395, -0.020275535061955452, 0.021477485075592995, 0.04939146339893341, -0.07993986457586288, -0.014731495641171932, -0.11518117040395737, 0.04994911327958107, 0.04933932423591614, 0.11522745341062546, -0.1193404570221901, 0.05268716439604759, -0.07408599555492401, -0.10230909287929535, 0.012393148615956306, -0.17595960199832916, 0.03177695348858833, 0.052336763590574265, 0.026584595441818237, 0.1235436424612999, 0.10581249743700027, -0.04736343398690224, -0.023406554013490677, 0.017552392557263374, 0.09338053315877914, 0.014510594308376312, -0.032376401126384735, 0.10481836646795273, -0.10463821887969971, 0.04715089872479439, 0.022192729637026787, 0.1951785832643509, -0.0140048423781991, 0.04323284327983856, 0.002707302337512374, -0.11532347649335861, -0.07945366948843002, -0.11587970703840256, -0.16050903499126434, 0.00824531726539135, -0.004559278953820467, 0.062180567532777786, 0.0003934663545805961, -0.028044046834111214, 0.026517421007156372, 0.06777898222208023, -0.09328198432922363, 0.05614733323454857, 0.07894153147935867, 0.1303548812866211, 0.01698344387114048, -0.011292776092886925, -0.20426897704601288, -0.031806331127882004, -0.06562557071447372, -0.0046206386759877205, 0.2705615162849426, 0.05924254283308983, 0.14099587500095367, 0.07093533873558044, -0.04157211631536484, 0.051446087658405304, -0.045026227831840515, -0.00982979778200388, -0.18485654890537262, 0.1354602575302124, -0.1154530718922615, -0.02726532146334648, 0.007636729162186384, -0.06706973165273666, 0.09207657724618912, 0.002832649974152446, -0.05762897804379463, -0.09094328433275223, -0.10670538991689682, -0.04418560117483139, 0.10019779205322266, 0.13660100102424622, -0.09097930788993835, 0.13508161902427673, -0.1256670206785202, -0.20295454561710358, 0.17853908240795135, 0.08801517635583878, -0.03754199668765068, -0.12853416800498962, -0.06887415051460266, 0.10752826184034348, 0.029593437910079956, 0.05134494975209236, -0.051451291888952255, -0.16616114974021912, -0.035055410116910934, -0.11964618414640427, 0.18984505534172058, 0.023891635239124298, -0.0033999134320765734, 0.047585222870111465, 0.11594854295253754, -0.04730537161231041, -0.04764129966497421, -0.04839424043893814, -0.11583801358938217, 0.014920979738235474, 0.053496912121772766, 0.08852727711200714, 0.03672857955098152, -0.03444089740514755, 0.07729315757751465, -0.05349446460604668, 0.0967533066868782, 0.0918801799416542, 0.038195881992578506, -0.008673831820487976, -0.04283149540424347, 0.07577314227819443, 0.08151541650295258, 0.08918262273073196, -0.13419440388679504, 0.04916691035032272, -0.009257543832063675]
2022-03-24, 09:56:15, Eingang, 2413594, 995, No face visible, NA, -1
2022-03-24, 09:56:18, Eingang, 2413616, 995, No face visible, NA, -1
2022-03-24, 09:56:19, Eingang, 2413629, 995, No face visible, NA, -1
2022-03-24, 09:56:20, Eingang, 2413639, 995, No face visible, NA, -1
2022-03-24, 09:56:20, Eingang, 2413640, 995, No face visible, NA, -1
2022-03-24, 09:56:21, Eingang, 2413650, 995, No face visible, NA, -1
2022-03-24, 09:56:22, Eingang, 2413666, 995, No face visible, NA, -1
2022-03-24, 09:56:24, Eingang, 2413676, 995, No face visible, NA, -1
2022-03-24, 09:56:25, Eingang, 2413689, 995, No face visible, NA, -1
2022-03-24, 09:56:26, Eingang, 2413699, 995, No face visible, NA, -1
2022-03-24, 09:56:27, Eingang, 2413709, 995, No face visible, NA, -1
2022-03-24, 09:56:27, Eingang, 2413710, 995, No face visible, NA, -1
2022-03-24, 09:56:28, Eingang, 2413720, 995, No face visible, NA, -1
2022-03-24, 09:56:30, Eingang, 2413736, 995, No face visible, NA, -1
2022-03-24, 09:56:33, Eingang, 2413770, 995, No face visible, NA, -1
2022-03-24, 09:56:35, Eingang, 2413789, 995, No face visible, NA, -1
2022-03-24, 09:56:42, Eingang, 2413862, 995, No face visible, NA, -1
2022-03-24, 09:56:43, Eingang, 2413872, 995, No face visible, NA, -1
2022-03-24, 09:56:43, Eingang, 2413873, 995, No face visible, NA, -1
2022-03-24, 09:56:44, Eingang, 2413883, 995, No face visible, NA, -1
2022-03-24, 09:56:45, Eingang, 2413893, 995, No face visible, NA, -1
2022-03-24, 09:56:46, Eingang, 2413903, 995, No face visible, NA, -1
2022-03-24, 09:56:47, Eingang, 2413913, 995, No face visible, NA, -1
2022-03-24, 09:56:48, Eingang, 2413923, 995, No face visible, NA, -1
2022-03-24, 09:56:49, Eingang, 2413933, 995, No face visible, NA, -1
2022-03-24, 09:56:49, Eingang, 2413934, 995, No face visible, NA, -1
2022-03-24, 09:56:50, Eingang, 2413944, 995, No face visible, NA, -1
2022-03-24, 09:56:51, Eingang, 2413954, 995, No face visible, NA, -1
2022-03-24, 09:56:52, Eingang, 2413964, 995, No face visible, NA, -1
2022-03-24, 09:56:53, Eingang, 2413974, 995, No face visible, NA, -1
2022-03-24, 09:56:54, Eingang, 2413984, 995, No face visible, NA, -1
2022-03-24, 09:56:55, Eingang, 2413994, 995, No face visible, NA, -1
2022-03-24, 09:56:55, Eingang, 2413995, 995, No face visible, NA, -1
2022-03-24, 09:56:56, Eingang, 2414005, 995, No face visible, NA, -1
2022-03-24, 09:56:57, Eingang, 2414015, 995, No face visible, NA, -1
2022-03-24, 09:56:58, Eingang, 2414025, 995, No face visible, NA, -1
2022-03-24, 09:56:59, Eingang, 2414035, 995, unknown, NA, [-0.005062922835350037, -0.05231893062591553, -0.07334967702627182, -0.08259753882884979, 0.063515804708004, -0.022688796743750572, 0.008440877310931683, -0.08146096020936966, -0.016083423048257828, 0.00453649926930666, 0.05041938275098801, -0.0824689045548439, -0.013301747851073742, -0.13045065104961395, 0.015221972949802876, 0.0905923992395401, 0.09569846093654633, -0.11361783742904663, 0.06968190521001816, -0.17136558890342712, -0.06366667151451111, 0.007849750109016895, -0.0833321288228035, -0.025964532047510147, 0.0431840680539608, -0.02963339164853096, 0.15113194286823273, 0.10766231268644333, -0.09305521845817566, -0.024769432842731476, -0.10261370986700058, 0.08232876658439636, 0.0283261276781559, -0.0439751036465168, 0.13450413942337036, -0.03208821266889572, 0.1824628710746765, 0.004551802296191454, 0.17510272562503815, -0.030854390934109688, 0.1031583696603775, 0.04189454764127731, -0.07577060163021088, -0.04602913558483124, -0.09411391615867615, -0.09552333503961563, 0.03377905488014221, -0.017896540462970734, 0.0810680240392685, 0.09372575581073761, -0.10966915637254715, 0.038735486567020416, 0.07724573463201523, -0.024335086345672607, 0.006183488294482231, 0.13903750479221344, 0.09674251079559326, 0.02766658179461956, 0.021968074142932892, -0.15741850435733795, -0.07294818013906479, -0.08486784994602203, -0.023656798526644707, 0.21190384030342102, 0.049344830214977264, 0.1668371558189392, 0.06933773308992386, 0.001666370895691216, 0.05793909355998039, -0.08773400634527206, -0.023643068969249725, -0.103700190782547, 0.018577437847852707, -0.11966241896152496, -0.03334500268101692, -0.015063987113535404, -0.028535686433315277, 0.11455316841602325, -0.018704896792769432, -0.12857402861118317, -0.13463051617145538, -0.058271557092666626, 0.047133319079875946, 0.08520109206438065, 0.10279080271720886, -0.03824850171804428, 0.14598114788532257, -0.06405942142009735, -0.16744904220104218, 0.17541693150997162, 0.0665639340877533, 0.009548626840114594, -0.03448329493403435, -0.08261406421661377, 0.0834113135933876, 0.06502653658390045, 0.015186149626970291, -0.16914302110671997, -0.1929379105567932, 0.06995727866888046, -0.13754501938819885, 0.18092606961727142, 0.03520328924059868, -0.09481602162122726, 0.022898264229297638, 0.07079070061445236, -0.044354937970638275, -0.001675869571045041, -0.04266566038131714, -0.08740673214197159, 0.023552870377898216, 0.02063334919512272, 0.09055601805448532, 0.11930924654006958, -0.04591543599963188, 0.053919412195682526, -0.012461589649319649, 0.14005564153194427, 0.08721475303173065, 0.035667721182107925, -0.039415858685970306, -0.07824652642011642, 0.14999578893184662, 0.058086175471544266, 0.09215309470891953, -0.10347083956003189, 0.13089661300182343, 0.007721588481217623]
2022-03-24, 09:57:00, Eingang, 2414045, 995, No face visible, NA, -1
2022-03-24, 09:57:01, Eingang, 2414055, 995, No face visible, NA, -1
2022-03-24, 09:57:02, Eingang, 2414056, 995, No face visible, NA, -1
2022-03-24, 09:57:02, Eingang, 2414066, 995, No face visible, NA, -1
2022-03-24, 09:57:04, Eingang, 2414076, 995, No face visible, NA, -1
2022-03-24, 09:57:04, Eingang, 2414086, 995, No face visible, NA, -1
2022-03-24, 09:57:06, Eingang, 2414096, 995, No face visible, NA, -1
