2022-03-30, 12:49:39, Found, person, 279, 1581,  852
2022-03-30, 12:49:39, Eingang, 2991334, 279, No face visible, NA, -1
2022-03-30, 12:49:40, Eingang, 2991354, 279, No face visible, NA, -1
2022-03-30, 12:49:41, Eingang, 2991374, 279, No face visible, NA, -1
2022-03-30, 12:49:42, Eingang, 2991394, 279, No face visible, NA, -1
2022-03-30, 12:49:43, Eingang, 2991414, 279, No face visible, NA, -1
2022-03-30, 12:49:44, Eingang, 2991434, 279, No face visible, NA, -1
2022-03-30, 12:49:45, Eingang, 2991454, 279, No face visible, NA, -1
2022-03-30, 12:49:45, Eingang, 2991455, 279, No face visible, NA, -1
2022-03-30, 12:49:46, Eingang, 2991475, 279, No face visible, NA, -1
2022-03-30, 12:49:47, Eingang, 2991495, 279, No face visible, NA, -1
2022-03-30, 12:49:48, Eingang, 2991515, 279, No face visible, NA, -1
2022-03-30, 12:49:49, Eingang, 2991535, 279, No face visible, NA, -1
2022-03-30, 12:49:50, Eingang, 2991555, 279, No face visible, NA, -1
2022-03-30, 12:49:52, Eingang, 2991575, 279, No face visible, NA, -1
2022-03-30, 12:49:52, Eingang, 2991576, 279, No face visible, NA, -1
2022-03-30, 12:49:53, Eingang, 2991596, 279, No face visible, NA, -1
2022-03-30, 12:49:54, Eingang, 2991616, 279, No face visible, NA, -1
2022-03-30, 12:49:55, Eingang, 2991636, 279, No face visible, NA, -1
2022-03-30, 12:49:58, Eingang, 2991694, 279, No face visible, NA, -1
2022-03-30, 12:49:59, Eingang, 2991715, 279, No face visible, NA, -1
2022-03-30, 12:50:01, Eingang, 2991760, 279, No face visible, NA, -1
2022-03-30, 12:50:01, Eingang, 2991761, 279, No face visible, NA, -1
2022-03-30, 12:50:02, Eingang, 2991781, 279, No face visible, NA, -1
2022-03-30, 12:50:06, Eingang, 2991801, 279, No face visible, NA, -1
2022-03-30, 12:50:07, Eingang, 2991821, 279, No face visible, NA, -1
2022-03-30, 12:50:08, Eingang, 2991847, 279, No face visible, NA, -1
2022-03-30, 12:50:09, Eingang, 2991867, 279, No face visible, NA, -1
2022-03-30, 12:50:11, Eingang, 2991887, 279, No face visible, NA, -1
2022-03-30, 12:50:11, Eingang, 2991888, 279, No face visible, NA, -1
2022-03-30, 12:50:12, Eingang, 2991910, 279, No face visible, NA, -1
2022-03-30, 12:50:13, Eingang, 2991934, 279, No face visible, NA, -1
2022-03-30, 12:50:16, Eingang, 2991985, 279, No face visible, NA, -1
2022-03-30, 12:50:17, Eingang, 2992005, 279, No face visible, NA, -1
2022-03-30, 12:50:18, Eingang, 2992025, 279, No face visible, NA, -1
2022-03-30, 12:50:19, Eingang, 2992045, 279, No face visible, NA, -1
2022-03-30, 12:50:19, Eingang, 2992046, 279, No face visible, NA, -1
2022-03-30, 12:50:20, Eingang, 2992066, 279, No face visible, NA, -1
2022-03-30, 12:50:21, Eingang, 2992086, 279, No face visible, NA, -1
2022-03-30, 12:50:22, Eingang, 2992106, 279, No face visible, NA, -1
2022-03-30, 12:50:24, Eingang, 2992126, 279, No face visible, NA, -1
2022-03-30, 12:50:24, Eingang, 2992146, 279, No face visible, NA, -1
2022-03-30, 12:50:26, Eingang, 2992166, 279, No face visible, NA, -1
2022-03-30, 12:50:26, Eingang, 2992167, 279, No face visible, NA, -1
2022-03-30, 12:50:28, Eingang, 2992210, 279, No face visible, NA, -1
2022-03-30, 12:50:29, Eingang, 2992230, 279, No face visible, NA, -1
2022-03-30, 12:50:30, Eingang, 2992250, 279, No face visible, NA, -1
2022-03-30, 12:50:31, Eingang, 2992270, 279, No face visible, NA, -1
2022-03-30, 12:50:32, Eingang, 2992290, 279, No face visible, NA, -1
2022-03-30, 12:50:33, Eingang, 2992315, 279, No face visible, NA, -1
2022-03-30, 12:50:33, Eingang, 2992316, 279, No face visible, NA, -1
2022-03-30, 12:50:36, Eingang, 2992357, 279, No face visible, NA, -1
2022-03-30, 12:50:37, Eingang, 2992393, 279, No face visible, NA, -1
2022-03-30, 12:50:39, Eingang, 2992413, 279, No face visible, NA, -1
2022-03-30, 12:50:39, Eingang, 2992433, 279, No face visible, NA, -1
2022-03-30, 12:50:41, Eingang, 2992453, 279, No face visible, NA, -1
2022-03-30, 12:50:42, Eingang, 2992473, 279, No face visible, NA, -1
2022-03-30, 12:50:42, Eingang, 2992474, 279, No face visible, NA, -1
2022-03-30, 12:50:47, Eingang, 2992573, 279, No face visible, NA, -1
2022-03-30, 12:50:48, Eingang, 2992593, 279, Frau_Möske, NA, -1
2022-03-30, 12:50:50, Eingang, 2992633, 279, Frau_Möske, NA, -1
2022-03-30, 12:50:51, Eingang, 2992653, 279, No face visible, NA, -1
2022-03-30, 12:50:52, Eingang, 2992678, 279, No face visible, NA, -1
2022-03-30, 12:50:53, Eingang, 2992698, 279, No face visible, NA, -1
2022-03-30, 12:50:53, Eingang, 2992699, 279, No face visible, NA, -1
2022-03-30, 12:50:54, Eingang, 2992719, 279, No face visible, NA, -1
2022-03-30, 12:50:55, Eingang, 2992747, 279, No face visible, NA, -1
2022-03-30, 12:50:58, Eingang, 2992789, 279, No face visible, NA, -1
2022-03-30, 12:50:59, Eingang, 2992809, 279, No face visible, NA, -1
2022-03-30, 12:51:00, Eingang, 2992829, 279, No face visible, NA, -1
2022-03-30, 12:51:01, Eingang, 2992868, 279, No face visible, NA, -1
2022-03-30, 12:51:02, Eingang, 2992869, 279, Maureen_Leber, NA, -1
2022-03-30, 12:51:03, Eingang, 2992889, 279, No face visible, NA, -1
2022-03-30, 12:51:05, Eingang, 2992939, 279, No face visible, NA, -1
2022-03-30, 12:51:06, Eingang, 2992959, 279, No face visible, NA, -1
2022-03-30, 12:51:07, Eingang, 2992979, 279, No face visible, NA, -1
2022-03-30, 12:51:08, Eingang, 2992999, 279, No face visible, NA, -1
2022-03-30, 12:51:09, Eingang, 2993019, 279, No face visible, NA, -1
2022-03-30, 12:51:09, Eingang, 2993020, 279, No face visible, NA, -1
2022-03-30, 12:51:18, Eingang, 2993191, 279, No face visible, NA, -1
2022-03-30, 12:51:19, Eingang, 2993211, 279, No face visible, NA, -1
2022-03-30, 12:51:20, Eingang, 2993231, 279, No face visible, NA, -1
2022-03-30, 12:51:22, Eingang, 2993257, 279, No face visible, NA, -1
2022-03-30, 12:51:23, Eingang, 2993277, 279, No face visible, NA, -1
2022-03-30, 12:51:24, Eingang, 2993297, 279, No face visible, NA, -1
2022-03-30, 12:51:24, Eingang, 2993298, 279, No face visible, NA, -1
2022-03-30, 12:51:26, Eingang, 2993336, 279, No face visible, NA, -1
2022-03-30, 12:51:30, Eingang, 2993410, 279, No face visible, NA, -1
2022-03-30, 12:51:32, Eingang, 2993443, 279, No face visible, NA, -1
2022-03-30, 12:51:33, Eingang, 2993463, 279, No face visible, NA, -1
2022-03-30, 12:51:36, Eingang, 2993518, 279, No face visible, NA, -1
2022-03-30, 12:51:37, Eingang, 2993538, 279, No face visible, NA, -1
2022-03-30, 12:51:37, Eingang, 2993539, 279, No face visible, NA, -1
2022-03-30, 12:51:38, Eingang, 2993563, 279, No face visible, NA, -1
2022-03-30, 12:51:56, Eingang, 2993903, 279, No face visible, NA, -1
2022-03-30, 12:51:57, Eingang, 2993923, 279, No face visible, NA, -1
2022-03-30, 12:51:58, Eingang, 2993950, 279, No face visible, NA, -1
2022-03-30, 12:51:59, Eingang, 2993970, 279, No face visible, NA, -1
2022-03-30, 12:52:00, Eingang, 2993990, 279, No face visible, NA, -1
2022-03-30, 12:52:00, Eingang, 2993991, 279, No face visible, NA, -1
2022-03-30, 12:52:01, Eingang, 2994011, 279, No face visible, NA, -1
2022-03-30, 12:52:02, Eingang, 2994031, 279, No face visible, NA, -1
2022-03-30, 12:52:03, Eingang, 2994051, 279, No face visible, NA, -1
2022-03-30, 12:52:04, Eingang, 2994071, 279, No face visible, NA, -1
2022-03-30, 12:52:05, Eingang, 2994091, 279, No face visible, NA, -1
2022-03-30, 12:52:06, Eingang, 2994111, 279, No face visible, NA, -1
2022-03-30, 12:52:06, Eingang, 2994112, 279, No face visible, NA, -1
2022-03-30, 12:52:07, Eingang, 2994132, 279, No face visible, NA, -1
2022-03-30, 12:52:08, Eingang, 2994152, 279, No face visible, NA, -1
2022-03-30, 12:52:09, Eingang, 2994172, 279, No face visible, NA, -1
2022-03-30, 12:52:10, Eingang, 2994192, 279, No face visible, NA, -1
2022-03-30, 12:52:11, Eingang, 2994212, 279, No face visible, NA, -1
2022-03-30, 12:52:13, Eingang, 2994250, 279, No face visible, NA, -1
2022-03-30, 12:52:13, Eingang, 2994251, 279, No face visible, NA, -1
2022-03-30, 12:52:14, Eingang, 2994271, 279, No face visible, NA, -1
2022-03-30, 12:52:15, Eingang, 2994291, 279, No face visible, NA, -1
2022-03-30, 12:52:16, Eingang, 2994311, 279, No face visible, NA, -1
2022-03-30, 12:52:17, Eingang, 2994331, 279, No face visible, NA, -1
2022-03-30, 12:52:18, Eingang, 2994351, 279, No face visible, NA, -1
2022-03-30, 12:52:19, Eingang, 2994371, 279, No face visible, NA, -1
2022-03-30, 12:52:19, Eingang, 2994372, 279, No face visible, NA, -1
2022-03-30, 12:52:21, Eingang, 2994406, 279, No face visible, NA, -1
2022-03-30, 12:52:22, Eingang, 2994426, 279, No face visible, NA, -1
2022-03-30, 12:52:23, Eingang, 2994446, 279, No face visible, NA, -1
2022-03-30, 12:52:24, Eingang, 2994466, 279, No face visible, NA, -1
2022-03-30, 12:52:25, Eingang, 2994486, 279, No face visible, NA, -1
2022-03-30, 12:52:26, Eingang, 2994506, 279, No face visible, NA, -1
2022-03-30, 12:52:26, Eingang, 2994507, 279, No face visible, NA, -1
2022-03-30, 12:52:28, Eingang, 2994544, 279, No face visible, NA, -1
2022-03-30, 12:52:29, Eingang, 2994564, 279, No face visible, NA, -1
2022-03-30, 12:52:30, Eingang, 2994584, 279, No face visible, NA, -1
2022-03-30, 12:52:31, Eingang, 2994604, 279, No face visible, NA, -1
2022-03-30, 12:52:31, Eingang, 2994624, 279, No face visible, NA, -1
2022-03-30, 12:52:33, Eingang, 2994644, 279, No face visible, NA, -1
2022-03-30, 12:52:33, Eingang, 2994645, 279, No face visible, NA, -1
2022-03-30, 12:52:33, Eingang, 2994665, 279, No face visible, NA, -1
2022-03-30, 12:52:35, Eingang, 2994694, 279, No face visible, NA, -1
2022-03-30, 12:52:36, Eingang, 2994714, 279, No face visible, NA, -1
2022-03-30, 12:52:42, Eingang, 2994838, 279, No face visible, NA, -1
