2022-03-22, 16:53:43, Found, person, 319, 2187,  206
2022-03-22, 16:53:43, Eingang, 900970, 319, No face visible, NA, -1
2022-03-22, 16:53:44, Eingang, 900980, 319, No face visible, NA, -1
2022-03-22, 16:53:45, Eingang, 900990, 319, No face visible, NA, -1
2022-03-22, 16:53:47, Eingang, 901009, 319, No face visible, NA, -1
2022-03-22, 16:53:48, Eingang, 901019, 319, No face visible, NA, -1
2022-03-22, 16:53:50, Eingang, 901041, 319, No face visible, NA, -1
2022-03-22, 16:53:51, Eingang, 901051, 319, No face visible, NA, -1
2022-03-22, 16:53:52, Eingang, 901052, 319, No face visible, NA, -1
2022-03-22, 16:53:53, Eingang, 901071, 319, No face visible, NA, -1
2022-03-22, 16:53:55, Eingang, 901081, 319, No face visible, NA, -1
2022-03-22, 16:53:55, Eingang, 901091, 319, No face visible, NA, -1
2022-03-22, 16:53:56, Eingang, 901101, 319, No face visible, NA, -1
2022-03-22, 16:53:57, Eingang, 901111, 319, No face visible, NA, -1
2022-03-22, 16:53:58, Eingang, 901121, 319, No face visible, NA, -1
2022-03-22, 16:53:59, Eingang, 901122, 319, No face visible, NA, -1
2022-03-22, 16:53:59, Eingang, 901132, 319, No face visible, NA, -1
2022-03-22, 16:54:01, Eingang, 901148, 319, No face visible, NA, -1
2022-03-22, 16:54:02, Eingang, 901158, 319, No face visible, NA, -1
2022-03-22, 16:54:03, Eingang, 901168, 319, No face visible, NA, -1
2022-03-22, 16:54:04, Eingang, 901178, 319, No face visible, NA, -1
2022-03-22, 16:54:05, Eingang, 901188, 319, No face visible, NA, -1
2022-03-22, 16:54:05, Eingang, 901189, 319, No face visible, NA, -1
2022-03-22, 16:54:06, Eingang, 901199, 319, No face visible, NA, -1
2022-03-22, 16:54:07, Eingang, 901209, 319, No face visible, NA, -1
2022-03-22, 16:54:08, Eingang, 901219, 319, No face visible, NA, -1
2022-03-22, 16:54:09, Eingang, 901229, 319, No face visible, NA, -1
2022-03-22, 16:54:10, Eingang, 901239, 319, No face visible, NA, -1
2022-03-22, 16:54:11, Eingang, 901249, 319, No face visible, NA, -1
2022-03-22, 16:54:11, Eingang, 901250, 319, No face visible, NA, -1
2022-03-22, 16:54:12, Eingang, 901260, 319, No face visible, NA, -1
2022-03-22, 16:54:13, Eingang, 901270, 319, No face visible, NA, -1
2022-03-22, 16:54:14, Eingang, 901280, 319, No face visible, NA, -1
2022-03-22, 16:54:15, Eingang, 901290, 319, No face visible, NA, -1
2022-03-22, 16:54:16, Eingang, 901300, 319, No face visible, NA, -1
2022-03-22, 16:54:20, Eingang, 901340, 319, No face visible, NA, -1
2022-03-22, 16:54:20, Eingang, 901341, 319, No face visible, NA, -1
2022-03-22, 16:54:29, Lost, person, 319, 2251,  166
